author,No.,Comment,Sentiment,Reason,timestamp,like_count,tipe_produk,brand,segment,release_date
,,,,,2024-06-28T08:13:51Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T08:09:54Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T08:03:06Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T07:51:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T07:48:33Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T07:19:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T07:16:59Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T07:11:08Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T07:02:26Z,2,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T06:57:37Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T06:52:22Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T06:42:38Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T06:42:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T06:32:08Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T06:08:07Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T06:06:44Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T06:02:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T05:37:13Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T05:34:38Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T05:32:52Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T05:31:59Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T05:25:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T05:25:23Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T05:19:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T05:16:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T05:11:33Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T04:21:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T04:18:48Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T04:16:49Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T04:12:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T03:57:09Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T03:56:40Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T03:47:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T03:42:18Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T03:34:08Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T03:31:38Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T03:27:06Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T02:54:38Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T02:43:19Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T02:37:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T02:36:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T02:35:11Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T02:30:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T02:26:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T02:25:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T02:25:27Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T02:20:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T02:16:46Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:57:41Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:43:04Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:39:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:35:35Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:35:24Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:29:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:28:46Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:24:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:21:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:16:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:14:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:13:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T01:02:42Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T00:56:54Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T00:54:45Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T00:50:39Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T00:41:21Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T00:31:44Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T00:28:58Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T00:22:15Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T00:21:10Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T00:14:10Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-28T00:10:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T23:55:43Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T23:48:06Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T23:34:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T23:25:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T23:24:39Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T23:10:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T23:06:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T23:06:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T22:50:28Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T22:35:40Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T22:34:41Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T22:17:43Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T22:09:38Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T22:01:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T21:26:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T21:24:24Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T21:14:52Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T21:04:39Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T20:46:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T20:07:46Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T20:02:07Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T19:41:47Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T19:26:47Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T19:21:48Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T19:14:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T19:13:24Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T19:12:15Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T18:44:45Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T18:44:11Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T18:39:12Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T18:32:32Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T18:31:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T18:24:06Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T18:15:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T18:13:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T18:09:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T18:05:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T18:01:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:55:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:45:10Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:42:11Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:41:09Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:39:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:39:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:30:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:24:38Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:24:37Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:23:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:21:00Z,20,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:19:49Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:19:15Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:12:57Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:11:12Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:07:37Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:04:09Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T17:03:27Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:57:56Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:56:38Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:56:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:56:14Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:54:19Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:53:54Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:53:40Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:47:40Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:46:42Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:43:58Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:43:52Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:43:11Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:40:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:31:08Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:31:03Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:30:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:29:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:27:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:25:41Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:22:28Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:19:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:15:32Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:11:03Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:10:03Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:09:38Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:05:18Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:02:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T16:00:38Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:59:41Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:58:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:49:10Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:47:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:46:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:43:24Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:42:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:42:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:42:04Z,3,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:40:13Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:37:38Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:36:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:36:17Z,7,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:34:27Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:34:18Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:29:52Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:29:45Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:28:21Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:25:27Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:23:16Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:23:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:22:59Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:22:13Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:20:47Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:19:53Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:16:24Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:13:59Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:13:17Z,4,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:12:55Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:08:54Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:08:54Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:06:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:04:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T15:03:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:59:47Z,80,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:58:49Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:57:12Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:55:27Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:54:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:53:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:51:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:43:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:42:45Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:37:12Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:33:05Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:32:38Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:32:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:28:49Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:27:24Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:24:03Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:20:46Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:20:09Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:08:53Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:07:19Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:06:47Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:04:48Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:02:07Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:01:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:01:15Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T14:01:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:59:37Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:58:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:55:56Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:55:47Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:53:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:51:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:51:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:50:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:48:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:47:03Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:44:37Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:42:59Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:40:43Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:38:43Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:38:34Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:38:11Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:37:49Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:30:14Z,2,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:29:32Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:27:44Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:25:44Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:23:40Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:22:58Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:22:44Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:22:39Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:21:33Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:20:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:13:22Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:13:09Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:12:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:11:05Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:10:59Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:08:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:08:21Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:06:39Z,7,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:06:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:00:54Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T13:00:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:57:37Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:55:29Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:54:47Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:50:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:48:56Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:48:49Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:48:39Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:46:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:45:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:45:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:45:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:40:19Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:40:11Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:39:57Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-27T12:39:47Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
